Group,Model,ParentA,ParentB,PieceA,PieceB,AxisDistance,CapsuleDistance,ExactDistance,CapsuleConnected,ExactConnected
3,M1,268,272,320,324,39.1033609439143,-20.8966390560857,0,1,1
3,M1,268,276,320,328,14.8930291346296,-45.1069708653704,0,1,1
3,M1,271,308,323,373,39.2887208843668,-20.7112791156332,0,1,1
3,M1,272,276,324,328,18.33523445013,-41.66476554987,0,1,1
3,M1,285,17,338,398,14.4864597071771,-45.5135402928229,0,1,1
3,M1,287,288,340,341,5.91773250368904,-54.082267496311,0,1,1
3,M1,290,298,343,353,40.1938999976992,-19.8061000023008,0,1,1
3,M1,290,316,343,384,0.943321075035646,-59.0566789249644,0,1,1
3,M1,293,305,347,367,52.7599146661225,-7.24008533387746,0,1,1
3,M1,293,304,347,395,16.5371624342577,-43.4628375657423,0,1,1
3,M1,296,345,351,451,8.25467915677045,-51.7453208432296,0,1,1
3,M1,297,176,352,356,39.7069139348631,-20.2930860651369,0,1,1
3,M1,299,300,357,358,4.34320685143078,-55.6567931485692,0,1,1
3,M1,305,38,367,428,35.6227525607525,-24.3772474392475,0,1,1
3,M1,310,53,377,500,15.677716971966,-44.322283028034,0,1,1
3,M1,312,78,379,388,28.7476065262159,-31.2523934737841,0,1,1
3,M1,313,55,380,479,1.59413842749224,-58.4058615725078,0,1,1
3,M1,314,15,382,393,48.4982523348582,-11.5017476651418,0,1,1
3,M1,319,51,389,472,20.832902694173,-39.167097305827,0,1,1
3,M1,319,355,389,487,27.8588340662445,-32.1411659337555,0,1,1
3,M1,320,295,390,391,21.7309844229824,-38.2690155770176,0,1,1
3,M1,321,304,394,395,49.9990251356868,-10.0009748643132,0,1,1
3,M1,329,335,406,421,15.9751121152154,-44.0248878847846,0,1,1
3,M1,331,343,411,446,2.41327469723226,-57.5867253027677,0,1,1
3,M1,337,340,427,436,7.44892212469342,-52.5510778753066,0,1,1
3,M1,38,329,428,448,25.2989207647998,-34.7010792352002,0,1,1
3,M1,58,59,429,499,36.7791838301886,-23.2208161698114,0,1,1
3,M1,341,329,437,448,27.6933624264308,-32.3066375735692,0,1,1
3,M1,343,356,446,494,47.541381561982,-12.458618438018,0,1,1
3,M1,346,355,453,487,37.6828374530386,-22.3171625469614,0,1,1
3,M1,348,32,460,509,41.2593338469237,-18.7406661530763,0,1,1
3,M1,27,11,464,524,27.4840681665254,-32.5159318334746,0,1,1
3,M1,51,353,472,483,12.8643192195415,-47.1356807804585,0,1,1
3,M1,51,355,472,487,32.7451259003485,-27.2548740996515,0,1,1
3,M1,35,31,482,529,58.524443773668,-1.47555622633195,0,1,1
3,M1,353,355,483,487,33.5549405121124,-26.4450594878876,0,1,1
3,M1,351,76,493,519,48.4784430504629,-11.5215569495371,0,1,1
3,M2,1,189,1,234,2.48388127475481,-57.5161187252452,0,1,1
3,M2,2,11,2,11,28.3609817785024,-31.6390182214976,0,1,1
3,M2,2,106,2,107,39.5970938475744,-20.4029061524256,0,1,1
3,M2,2,103,2,135,3.50174297594773,-56.4982570240523,0,1,1
3,M2,6,105,6,106,50.5851739741898,-9.41482602581019,0,1,1
3,M2,10,94,10,94,41.4321392304711,-18.5678607695289,0,1,1
3,M2,10,97,10,97,35.5663310110501,-24.4336689889499,0,1,1
3,M2,13,94,13,94,42.6014655650072,-17.3985344349928,0,1,1
3,M2,13,105,13,106,17.3953381344018,-42.6046618655982,0,1,1
3,M2,13,237,13,281,34.8579009813602,-25.1420990186398,0,1,1
3,M2,14,105,14,106,6.47117067564562,-53.5288293243544,0,1,1
3,M2,16,123,16,143,60.6514112062511,0.65141120625109,0.651411206267776,1,1
3,M2,21,36,21,36,32.6067186648203,-27.3932813351797,0,1,1
3,M2,23,117,23,119,17.7595591183695,-42.2404408816305,0,1,1
3,M2,29,141,29,156,57.7531825989781,-2.24681740102191,0,1,1
3,M2,31,32,31,32,21.6690882153175,-38.3309117846825,0,1,1
3,M2,32,182,32,207,11.208067023247,-48.791932976753,0,1,1
3,M2,33,128,33,138,23.0869297094121,-36.9130702905879,0,1,1
3,M2,46,112,46,114,26.1902684564598,-33.8097315435402,0,1,1
3,M2,50,125,50,131,41.2301921852901,-18.7698078147099,0,1,1
3,M2,57,140,57,155,34.2879407896581,-25.7120592103419,0,1,1
3,M2,63,222,63,264,56.7649958244215,-3.23500417557849,0,1,1
3,M2,65,119,65,122,13.9505795065394,-46.0494204934606,0,1,1
3,M2,67,96,67,96,22.7309740671356,-37.2690259328644,0,1,1
3,M2,72,163,72,183,15.2232950846474,-44.7767049153526,0,1,1
3,M2,76,99,76,100,42.938365603722,-17.061634396278,0,1,1
3,M2,77,180,77,205,31.4649037375362,-28.5350962624638,0,1,1
3,M2,79,119,79,122,60.7906647820018,0.790664782001826,0.79066478204588,1,1
3,M2,79,161,79,181,7.16867298121423,-52.8313270187858,0,1,1
3,M2,92,115,92,117,55.1530698039645,-4.84693019603551,0,1,1
3,M2,92,96,92,121,42.9687490304333,-17.0312509695667,0,1,1
3,M2,92,110,92,132,49.0382103498346,-10.9617896501654,0,1,1
3,M2,94,124,94,128,55.5243012508299,-4.47569874917011,0,1,1
3,M2,94,161,94,181,22.7884022180745,-37.2115977819255,0,1,1
3,M2,95,108,95,109,13.5722455829447,-46.4277544170553,0,1,1
3,M2,95,122,95,126,23.1958774985909,-36.8041225014091,0,1,1
3,M2,97,168,97,190,48.2581123327412,-11.7418876672588,0,1,1
3,M2,100,230,101,274,44.0259653595712,-15.9740346404288,0,1,1
3,M2,102,211,103,249,38.5714471837552,-21.4285528162448,0,1,1
3,M2,104,189,105,215,6.31648127031228,-53.6835187296877,0,1,1
3,M2,107,124,108,128,60.6696381011174,0.669638101117371,0.669638101117926,1,1
3,M2,108,111,109,113,2.32680964221361,-57.6731903577864,0,1,1
3,M2,56,110,110,132,3.42359142128292,-56.5764085787171,0,1,1
3,M2,113,103,115,135,36.9974063222664,-23.0025936777336,0,1,1
3,M2,115,148,117,164,21.9846553771493,-38.0153446228507,0,1,1
3,M2,115,164,117,184,48.4200721197756,-11.5799278802244,0,1,1
3,M2,116,128,118,138,12.033247097963,-47.966752902037,0,1,1
3,M2,117,120,119,123,4.84064581963682,-55.1593541803632,0,1,1
3,M2,96,124,121,128,45.7108805478984,-14.2891194521016,0,1,1
3,M2,96,146,121,161,56.4579456145658,-3.54205438543416,0,1,1
3,M2,91,146,124,161,38.9206120522946,-21.0793879477054,0,1,1
3,M2,91,189,124,234,28.8452418445635,-31.1547581554365,0,1,1
3,M2,125,141,131,156,5.72609773096728,-54.2739022690327,0,1,1
3,M2,110,161,132,181,53.9177421384114,-6.08225786158859,0,1,1
3,M2,39,48,133,169,26.845335949208,-33.154664050792,0,1,1
3,M2,88,144,134,159,55.2039734156121,-4.79602658438785,0,1,1
3,M2,88,183,134,237,20.5379092753271,-39.4620907246729,0,1,1
3,M2,126,203,136,235,11.2236678179846,-48.7763321820154,0,1,1
3,M2,127,160,137,180,7.53658641222595,-52.463413587774,0,1,1
3,M2,127,166,137,186,52.097267385145,-7.90273261485502,0,1,1
3,M2,130,282,144,336,53.8285791666457,-6.17142083335435,0,1,1
3,M2,85,145,146,160,31.5701422800903,-28.4298577199097,0,1,1
3,M2,139,211,154,249,32.9887207968254,-27.0112792031746,0,1,1
3,M2,142,146,157,161,15.5351113918957,-44.4648886081043,0,1,1
3,M2,142,165,157,195,19.9581856202441,-40.0418143797559,0,1,1
3,M2,143,182,158,207,3.98828098974881,-56.0117190102512,0,1,1
3,M2,144,183,159,237,58.7907034037705,-1.20929659622952,0,1,1
3,M2,145,168,160,190,14.2839426819517,-45.7160573180483,0,1,1
3,M2,138,158,162,176,59.2145835836168,-0.785416416383185,0,1,1
3,M2,149,76,165,209,6.62456547988507,-53.3754345201149,0,1,1
3,M2,151,131,167,173,18.2483834819251,-41.7516165180749,0,1,1
3,M2,153,171,170,193,9.13840450970887,-50.8615954902911,0,1,1
3,M2,153,233,170,355,25.1528675746993,-34.8471324253007,0,1,1
3,M2,155,263,172,316,60.6787506389012,0.678750638901178,0.678750639256177,1,1
3,M2,156,76,174,209,41.4831763720654,-18.5168236279346,0,1,1
3,M2,158,173,176,196,12.8601614180048,-47.1398385819952,0,1,1
3,M2,159,161,177,181,58.4712208256913,-1.52877917430867,0,1,1
3,M2,3,174,178,199,14.7510941977761,-45.2489058022239,0,1,1
3,M2,160,196,180,223,14.2373594382039,-45.7626405617961,0,1,1
3,M2,160,233,180,277,38.3627715540604,-21.6372284459396,0,1,1
3,M2,166,196,186,223,23.9439425831167,-36.0560574168833,0,1,1
3,M2,166,239,186,284,8.20111445725882,-51.7988855427412,0,1,1
3,M2,167,165,188,195,13.3835254227427,-46.6164745772573,0,1,1
3,M2,178,190,203,216,41.6568040288338,-18.3431959711662,0,1,1
3,M2,178,240,203,285,34.2780557531296,-25.7219442468704,0,1,1
3,M2,181,255,206,303,61.7786710871069,1.77867108710692,1.77867108710711,1,1
3,M2,183,198,208,225,49.4487863600718,-10.5512136399282,11.934210612242,1,0
3,M2,185,240,211,285,0.225686257350192,-59.7743137426498,0,1,1
3,M2,185,288,211,362,23.7029149549851,-36.2970850450149,0,1,1
3,M2,190,222,216,264,54.9135831971758,-5.08641680282418,0,1,1
3,M2,190,240,216,285,44.757989538027,-15.242010461973,0,1,1
3,M2,190,295,216,351,36.0279076579219,-23.9720923420781,0,1,1
3,M2,194,252,221,299,47.2335760789479,-12.7664239210521,0,1,1
3,M2,196,264,223,317,29.2597627611845,-30.7402372388155,0,1,1
3,M2,197,205,224,238,56.3070499459327,-3.69295005406735,0,1,1
3,M2,198,229,225,271,12.8336530359692,-47.1663469640308,0,1,1
3,M2,198,249,225,295,20.0768414600129,-39.9231585399871,0,1,1
3,M2,135,237,227,281,12.7696251985405,-47.2303748014595,0,1,1
3,M2,204,268,233,321,56.1458681276714,-3.85413187232861,0,1,1
3,M2,204,288,233,362,16.1902595550809,-43.8097404449191,0,1,1
3,M2,205,262,238,314,43.4188798625674,-16.5811201374326,0,1,1
3,M2,205,317,238,387,14.3571554951467,-45.6428445048533,0,1,1
3,M2,207,162,242,246,38.2306165778446,-21.7693834221554,0,1,1
3,M2,207,179,242,252,37.4756749512626,-22.5243250487374,0,1,1
3,M2,162,179,246,252,4.82755300198373,-55.1724469980163,0,1,1
3,M2,211,222,249,264,2.79432741462244,-57.2056725853776,0,1,1
3,M2,211,147,249,272,13.4521797025606,-46.5478202974394,0,1,1
3,M2,216,244,255,289,14.3497488749474,-45.6502511250526,0,1,1
3,M2,216,261,255,313,23.783920388354,-36.216079611646,0,1,1
3,M2,217,275,257,328,42.7556704026431,-17.2443295973569,0,1,1
3,M2,219,334,260,421,36.3908597288283,-23.6091402711717,0,1,1
3,M2,184,232,263,276,3.96434762161607,-56.0356523783839,0,1,1
3,M2,223,325,265,412,52.0981484594335,-7.9018515405665,0,1,1
3,M2,225,197,267,315,29.3224705777896,-30.6775294222104,0,1,1
3,M2,215,248,273,294,35.6288745258631,-24.3711254741369,0,1,1
3,M2,232,229,276,300,40.7346370553548,-19.2653629446452,0,1,1
3,M2,233,264,277,317,4.76811214777482,-55.2318878522252,0,1,1
3,M2,234,257,278,306,52.8427557790863,-7.15724422091374,0,1,1
3,M2,176,246,283,292,25.6328402470529,-34.3671597529471,0,1,1
3,M2,247,343,293,449,61.4529593482505,1.45295934825052,1.45295934825316,1,1
3,M2,249,339,295,436,1.47313520786344,-58.5268647921366,0,1,1
3,M2,255,275,303,328,19.2277501249868,-40.7722498750132,0,1,1
3,M2,256,55,305,479,28.9465780159926,-31.0534219840074,0,1,1
3,M2,246,264,308,317,14.4742497077559,-45.5257502922441,0,1,1
3,M2,258,321,309,396,7.72052057564022,-52.2794794243598,0,1,1
3,M2,259,310,311,378,10.2436980956244,-49.7563019043756,0,1,1
3,M2,263,268,316,321,16.8786268938651,-43.1213731061349,0,1,1
3,M2,265,285,318,339,23.4997252460221,-36.5002747539779,0,1,1
3,M2,265,352,318,484,56.2399236620715,-3.76007633792845,1.20650185251483,1,1
3,M2,267,271,320,324,39.1033609439143,-20.8966390560857,0,1,1
3,M2,267,275,320,328,14.8930291346296,-45.1069708653704,0,1,1
3,M2,270,307,323,373,39.2887208843668,-20.7112791156332,0,1,1
3,M2,271,275,324,328,18.33523445013,-41.66476554987,0,1,1
3,M2,284,17,338,398,14.4864597071771,-45.5135402928229,0,1,1
3,M2,286,287,340,341,5.91773250368904,-54.082267496311,0,1,1
3,M2,289,297,343,353,40.1938999976992,-19.8061000023008,0,1,1
3,M2,289,315,343,384,0.943321075035646,-59.0566789249644,0,1,1
3,M2,292,304,347,367,52.7599146661225,-7.24008533387746,0,1,1
3,M2,292,303,347,395,16.5371624342577,-43.4628375657423,0,1,1
3,M2,295,344,351,451,8.25467915677045,-51.7453208432296,0,1,1
3,M2,296,175,352,356,39.7069139348631,-20.2930860651369,0,1,1
3,M2,298,299,357,358,4.34320685143078,-55.6567931485692,0,1,1
3,M2,304,38,367,428,35.6227525607525,-24.3772474392475,0,1,1
3,M2,309,53,377,500,15.677716971966,-44.322283028034,0,1,1
3,M2,311,78,379,388,28.7476065262159,-31.2523934737841,0,1,1
3,M2,312,55,380,479,1.59413842749224,-58.4058615725078,0,1,1
3,M2,313,15,382,393,48.4982523348582,-11.5017476651418,0,1,1
3,M2,318,51,389,472,20.832902694173,-39.167097305827,0,1,1
3,M2,318,353,389,487,27.8588340662445,-32.1411659337555,0,1,1
3,M2,319,294,390,391,21.7309844229824,-38.2690155770176,0,1,1
3,M2,320,303,394,395,49.9990251356868,-10.0009748643132,0,1,1
3,M2,328,334,406,421,15.9751121152154,-44.0248878847846,0,1,1
3,M2,330,342,411,446,2.41327469723226,-57.5867253027677,0,1,1
3,M2,336,339,427,436,7.44892212469342,-52.5510778753066,0,1,1
3,M2,38,328,428,448,25.2989207647998,-34.7010792352002,0,1,1
3,M2,58,59,429,499,36.7791838301886,-23.2208161698114,0,1,1
3,M2,340,328,437,448,27.6933624264308,-32.3066375735692,0,1,1
3,M2,342,354,446,494,47.541381561982,-12.458618438018,0,1,1
3,M2,345,353,453,487,37.6828374530386,-22.3171625469614,0,1,1
3,M2,346,32,460,509,41.2593338469237,-18.7406661530763,0,1,1
3,M2,27,11,464,524,27.4840681665254,-32.5159318334746,0,1,1
3,M2,51,351,472,483,12.8643192195415,-47.1356807804585,0,1,1
3,M2,51,353,472,487,32.7451259003485,-27.2548740996515,0,1,1
3,M2,35,31,482,529,58.524443773668,-1.47555622633195,0,1,1
3,M2,351,353,483,487,33.5549405121124,-26.4450594878876,0,1,1
3,M2,349,76,493,519,48.4784430504629,-11.5215569495371,0,1,1
